Alter;Geschlecht;Größe;Gewicht;Alkohol;Fastfood;Gemüse;Hauptmahlzeiten;Kalorienzählen;Rauchen;Wasser;Familie;Aktivität;Bildschirmzeit;Zwischenmahlzeit;Transportmittel;Gewichtsklasse
56;m;1,79;90;häufig;nein;2;3;nein;ja;2;ja;1;0;manchmal;PKW;Übergewicht_II
26;w;1,59;47;manchmal;ja;2;1;nein;nein;2;ja;0;2;manchmal;ÖPV;Normalgewicht
22;w;1,64;56;nie;nein;3;3;nein;nein;2;ja;0;0;manchmal;ÖPV;Normalgewicht
19;m;1,78;81;nie;nein;1;3;nein;nein;2;ja;3;0;manchmal;Fahrrad;Übergewicht_I
18;m;1,75;85;manchmal;nein;2;3;nein;nein;3;ja;1;0;manchmal;ÖPV;Übergewicht_II
19;m;1,85;115;nie;nein;2;3;ja;nein;3;nein;1;2;manchmal;ÖPV;Adipositas_I
18;m;1,7;80;nie;nein;3;1;nein;nein;1;nein;1;0;manchmal;ÖPV;Übergewicht_II
18;w;1,67;91;manchmal;ja;1;3;nein;nein;1;ja;0;1;häufig;ÖPV;Adipositas_I
21;m;1,72;75;nie;ja;2;3;nein;nein;1;nein;1;0;manchmal;ÖPV;Übergewicht_I
28;w;1,7;73;manchmal;nein;2;3;ja;nein;2;ja;2;0;häufig;Fuss;Übergewicht_I
18;m;1,74;70;manchmal;ja;2;3;nein;nein;2;nein;1;1;manchmal;ÖPV;Normalgewicht
23;m;1,74;53;nie;ja;2;3;nein;nein;1;nein;3;2;häufig;ÖPV;Untergewicht
18;m;1,87;67;manchmal;ja;3;3;ja;nein;3;ja;1;1;häufig;PKW;Normalgewicht
18;m;1,7;50;manchmal;ja;1;3;nein;nein;1;nein;2;1;häufig;ÖPV;Untergewicht
39;w;1,65;50;manchmal;ja;3;4;nein;nein;2;nein;0;0;häufig;ÖPV;Untergewicht
38;m;1,7;78;häufig;ja;3;3;nein;nein;2;nein;0;0;häufig;PKW;Übergewicht_II
17;m;1,67;60;nie;nein;2;4;nein;nein;2;nein;0;2;täglich;ÖPV;Normalgewicht
23;m;1,72;66;manchmal;ja;2;3;nein;nein;2;ja;0;1;manchmal;Fuss;Normalgewicht
23;m;1,82;107;manchmal;ja;2;3;nein;nein;3;nein;0;1;manchmal;ÖPV;Adipositas_I
19;w;1,5;50;manchmal;ja;2;3;nein;nein;1;nein;0;2;häufig;ÖPV;Normalgewicht
18;m;1,7;60;nie;ja;2;3;nein;nein;2;nein;2;1;manchmal;ÖPV;Normalgewicht
25;m;1,71;71;manchmal;ja;2;3;nein;nein;2;ja;0;0;häufig;Motorrad;Normalgewicht
25;w;1,61;61;manchmal;nein;2;3;nein;nein;1;nein;2;1;manchmal;ÖPV;Normalgewicht
18;w;1,5;50;manchmal;ja;3;3;nein;nein;2;ja;0;1;häufig;ÖPV;Normalgewicht
16;m;1,67;50;nie;ja;2;1;nein;nein;3;ja;1;0;häufig;ÖPV;Untergewicht
21;m;1,82;67;manchmal;ja;2;4;nein;ja;3;nein;3;2;täglich;Fuss;Normalgewicht
32;w;1,57;57;manchmal;ja;3;3;nein;nein;2;ja;0;0;manchmal;PKW;Normalgewicht
18;m;1,79;52;manchmal;nein;3;3;nein;nein;2;nein;1;1;manchmal;ÖPV;Untergewicht
21;m;1,75;62;manchmal;ja;3;4;nein;ja;2;nein;0;0;häufig;ÖPV;Normalgewicht
18;m;1,7;55;manchmal;ja;2;3;nein;nein;2;ja;0;0;häufig;ÖPV;Normalgewicht
18;w;1,62;55;nie;ja;2;3;nein;nein;1;ja;1;1;häufig;ÖPV;Normalgewicht
17;m;1,69;60;manchmal;nein;2;3;nein;nein;3;nein;2;1;manchmal;Fuss;Normalgewicht
20;m;1,77;70;manchmal;ja;1;1;nein;nein;2;ja;1;1;manchmal;ÖPV;Normalgewicht
21;m;1,79;105;manchmal;ja;2;3;nein;nein;1;ja;0;0;täglich;ÖPV;Adipositas_I
21;w;1,6;61;manchmal;ja;2;3;nein;nein;1;nein;1;1;manchmal;ÖPV;Normalgewicht
18;w;1,6;58;nie;ja;2;3;nein;nein;3;ja;3;0;manchmal;ÖPV;Normalgewicht
17;w;1,56;51;nie;ja;3;3;nein;nein;1;nein;0;2;manchmal;ÖPV;Normalgewicht
19;m;1,88;79;manchmal;nein;2;3;nein;nein;3;nein;3;0;manchmal;PKW;Normalgewicht
16;m;1,82;71;manchmal;ja;2;3;nein;nein;2;ja;2;1;häufig;ÖPV;Normalgewicht
17;m;1,8;58;nie;ja;2;3;nein;nein;2;nein;2;1;häufig;Fuss;Untergewicht
21;m;1,7;65;nie;ja;2;3;nein;nein;1;ja;1;1;häufig;ÖPV;Normalgewicht
19;m;1,82;75;nie;nein;2;3;nein;nein;2;ja;1;0;häufig;ÖPV;Normalgewicht
18;m;1,86;110;manchmal;ja;2;1;nein;ja;2;ja;1;2;manchmal;ÖPV;Adipositas_I
16;w;1,66;58;nie;nein;2;1;nein;nein;1;nein;0;1;manchmal;Fuss;Normalgewicht
21;w;1,53;53;manchmal;ja;3;3;nein;nein;2;nein;2;1;manchmal;ÖPV;Normalgewicht
26;m;1,74;80;nie;nein;2;3;nein;nein;2;nein;2;0;manchmal;PKW;Übergewicht_I
18;m;1,8;80;häufig;ja;2;3;nein;nein;1;ja;0;1;häufig;ÖPV;Normalgewicht
23;m;1,7;75;manchmal;ja;3;3;nein;nein;3;nein;1;2;manchmal;ÖPV;Übergewicht_I
26;m;1,7;70;manchmal;ja;2;3;nein;ja;1;nein;0;0;manchmal;ÖPV;Normalgewicht
18;m;1,72;55;manchmal;ja;2;4;nein;nein;2;nein;2;1;manchmal;ÖPV;Normalgewicht
16;m;1,84;45;manchmal;ja;3;3;nein;nein;3;ja;3;2;täglich;Fuss;Untergewicht
16;w;1,57;49;manchmal;ja;2;4;nein;nein;2;nein;0;1;täglich;ÖPV;Normalgewicht
20;m;1,8;85;manchmal;nein;2;3;nein;nein;3;ja;2;1;manchmal;ÖPV;Übergewicht_I
23;m;1,75;120;manchmal;ja;2;3;nein;ja;2;ja;2;1;manchmal;ÖPV;Adipositas_II
24;w;1,56;60;manchmal;ja;1;3;nein;nein;2;ja;0;2;täglich;ÖPV;Normalgewicht
23;w;1,59;48;manchmal;ja;2;1;nein;nein;1;ja;0;2;häufig;ÖPV;Normalgewicht
20;m;1,8;75;manchmal;ja;3;4;nein;nein;3;nein;2;0;täglich;ÖPV;Normalgewicht
16;w;1,66;58;nie;nein;2;1;nein;nein;1;nein;0;1;manchmal;Fuss;Normalgewicht
17;m;1,79;57;nie;ja;2;4;nein;nein;2;ja;2;1;häufig;ÖPV;Untergewicht
17;m;1,72;62;nie;ja;2;3;nein;nein;2;nein;3;1;täglich;ÖPV;Normalgewicht
16;w;1,6;57;nie;ja;3;3;nein;nein;1;nein;3;0;manchmal;ÖPV;Normalgewicht
17;m;1,66;56;manchmal;ja;1;3;nein;nein;2;ja;1;1;täglich;ÖPV;Normalgewicht
26;w;1,65;63;nie;ja;3;3;nein;nein;1;nein;1;0;manchmal;Fuss;Normalgewicht
26;m;1,7;72;manchmal;ja;2;3;nein;nein;2;nein;0;0;täglich;ÖPV;Normalgewicht
38;m;1,75;75;nie;nein;3;3;nein;nein;1;ja;2;1;häufig;PKW;Normalgewicht
18;m;1,75;70;nie;ja;3;4;nein;nein;2;nein;1;1;manchmal;ÖPV;Normalgewicht
25;w;1,56;45;manchmal;ja;2;3;nein;nein;1;nein;0;0;manchmal;ÖPV;Normalgewicht
27;w;1,55;63;manchmal;ja;2;3;nein;nein;1;nein;0;1;manchmal;PKW;Übergewicht_I
21;m;1,67;67;nie;ja;3;1;nein;nein;2;ja;1;1;täglich;ÖPV;Normalgewicht
38;m;1,75;75;nie;nein;3;3;nein;nein;1;ja;3;1;häufig;PKW;Normalgewicht
23;w;1,75;56;manchmal;nein;3;3;nein;nein;2;nein;2;0;häufig;ÖPV;Untergewicht
18;m;1,8;72;manchmal;ja;2;3;nein;nein;2;ja;3;0;manchmal;PKW;Normalgewicht
30;w;1,65;71;manchmal;ja;2;3;nein;nein;1;ja;0;0;manchmal;ÖPV;Übergewicht_I
21;w;1,55;58;manchmal;ja;2;1;nein;nein;1;nein;1;0;manchmal;ÖPV;Normalgewicht
18;m;1,7;55,3;manchmal;ja;3;3;nein;nein;2;ja;3;0;manchmal;ÖPV;Normalgewicht
23;m;1,72;76;manchmal;nein;3;4;nein;nein;1;ja;0;0;häufig;ÖPV;Übergewicht_I
19;m;1,74;74;manchmal;nein;3;1;nein;nein;3;ja;3;1;manchmal;Fuss;Normalgewicht
19;w;1,65;82;manchmal;ja;3;3;nein;nein;1;ja;0;1;manchmal;ÖPV;Adipositas_I
17;w;1,8;50;manchmal;ja;3;4;nein;nein;1;nein;2;1;häufig;ÖPV;Untergewicht
17;m;1,74;56;nie;ja;2;3;nein;nein;2;ja;2;1;manchmal;ÖPV;Normalgewicht
27;m;1,85;75;nie;ja;2;1;nein;nein;2;ja;1;0;manchmal;Fuss;Normalgewicht
23;w;1,7;56;nie;nein;3;4;ja;nein;3;nein;3;0;täglich;PKW;Normalgewicht
18;w;1,45;53;häufig;ja;2;3;ja;nein;2;nein;1;2;häufig;ÖPV;Übergewicht_I
19;m;1,7;50;manchmal;ja;1;4;nein;nein;1;nein;2;1;häufig;ÖPV;Untergewicht
20;m;1,7;65;nie;ja;2;3;nein;nein;2;nein;0;1;manchmal;ÖPV;Normalgewicht
18;m;1,78;64,4;nie;ja;3;3;nein;nein;2;ja;3;2;häufig;Fuss;Normalgewicht
17;w;1,6;65;manchmal;ja;3;1;ja;nein;2;nein;1;2;manchmal;ÖPV;Übergewicht_I
19;w;1,53;42;häufig;nein;2;3;ja;nein;1;nein;2;0;manchmal;ÖPV;Untergewicht
21;m;1,8;72;nie;ja;3;3;nein;nein;2;nein;1;1;manchmal;ÖPV;Normalgewicht
20;m;1,6;50;manchmal;nein;2;3;nein;nein;1;nein;0;0;manchmal;ÖPV;Normalgewicht
23;m;1,74;105;manchmal;ja;3;3;nein;nein;2;ja;1;0;manchmal;ÖPV;Adipositas_I
23;m;1,65;66;nie;nein;3;3;nein;nein;2;nein;3;0;manchmal;ÖPV;Normalgewicht
18;m;1,87;173;manchmal;ja;3;3;nein;nein;2;ja;2;1;häufig;ÖPV;Adipositas_III
17;m;1,7;55;manchmal;ja;3;3;nein;nein;2;nein;3;1;täglich;ÖPV;Normalgewicht
21;w;1,54;47;nie;nein;3;3;nein;nein;1;ja;2;0;täglich;ÖPV;Normalgewicht
17;m;1,8;97;manchmal;ja;2;3;nein;nein;3;ja;1;1;manchmal;Fuss;Übergewicht_II
18;m;1,82;80;nie;ja;2;3;nein;nein;2;ja;3;2;manchmal;Fuss;Normalgewicht
20;m;1,98;125;manchmal;ja;2;3;nein;nein;3;ja;1;1;täglich;ÖPV;Adipositas_I
17;m;1,75;70;manchmal;nein;2;3;nein;nein;1;ja;3;2;manchmal;Fuss;Normalgewicht
26;w;1,65;60;nie;nein;3;4;nein;nein;2;nein;2;0;täglich;Fuss;Normalgewicht
17;w;1,6;53;manchmal;ja;1;3;nein;nein;1;nein;2;2;manchmal;Fuss;Normalgewicht
24;w;1,6;51;manchmal;ja;1;3;nein;nein;2;ja;0;1;manchmal;PKW;Normalgewicht
17;w;1,6;59;nie;ja;2;3;nein;nein;2;nein;1;2;manchmal;ÖPV;Normalgewicht
27;w;1,55;62;manchmal;ja;3;1;nein;nein;1;nein;1;0;manchmal;ÖPV;Übergewicht_I
17;m;1,9;60;nie;nein;3;3;nein;nein;2;nein;3;1;manchmal;Fuss;Untergewicht
17;w;1,7;56;nie;ja;1;3;nein;nein;1;ja;1;1;manchmal;PKW;Normalgewicht
41;m;1,75;110;häufig;nein;2;1;nein;nein;1;ja;1;0;manchmal;PKW;Adipositas_II
33;w;1,56;48;manchmal;nein;2;3;nein;nein;2;ja;1;0;manchmal;ÖPV;Normalgewicht
20;m;1,87;75;manchmal;ja;2;3;nein;nein;1;nein;1;1;häufig;ÖPV;Normalgewicht
40;w;1,56;80;nie;ja;2;1;nein;nein;2;ja;2;0;manchmal;ÖPV;Adipositas_I
37;w;1,65;73;manchmal;nein;3;3;nein;nein;2;ja;1;0;manchmal;PKW;Übergewicht_I
19;m;1,8;80;manchmal;ja;2;1;nein;nein;2;nein;2;1;manchmal;ÖPV;Normalgewicht
24;m;1,84;86;manchmal;ja;2;1;nein;nein;2;ja;2;1;täglich;ÖPV;Übergewicht_I
24;m;1,7;68;manchmal;ja;3;3;nein;nein;2;nein;0;0;manchmal;Motorrad;Normalgewicht
33;m;1,72;83;manchmal;ja;2;1;nein;nein;2;ja;3;0;manchmal;PKW;Übergewicht_II
40;w;1,58;63;manchmal;ja;2;3;nein;nein;2;nein;3;1;häufig;ÖPV;Übergewicht_I
37;w;1,68;83;nie;ja;2;1;nein;nein;2;ja;0;0;manchmal;PKW;Übergewicht_II
20;m;1,58;74;manchmal;nein;3;3;nein;nein;2;nein;3;1;häufig;ÖPV;Übergewicht_II
19;m;1,8;60;nie;ja;2;3;nein;nein;1;nein;1;1;manchmal;ÖPV;Normalgewicht
17;m;1,62;69;manchmal;ja;3;1;ja;nein;2;ja;1;2;täglich;ÖPV;Übergewicht_I
18;w;1,62;58;nie;ja;3;3;nein;nein;1;nein;0;2;manchmal;PKW;Normalgewicht
21;w;1,54;56;manchmal;ja;2;1;nein;nein;2;nein;0;2;manchmal;ÖPV;Normalgewicht
18;m;1,76;70;manchmal;ja;2;4;nein;nein;2;ja;2;1;häufig;PKW;Normalgewicht
41;m;1,8;92;manchmal;ja;2;1;nein;nein;3;ja;1;0;häufig;PKW;Übergewicht_II
36;w;1,58;60;manchmal;nein;3;3;nein;nein;1;ja;2;0;manchmal;PKW;Normalgewicht
18;m;1,76;68;manchmal;nein;2;4;nein;nein;2;nein;1;1;häufig;ÖPV;Normalgewicht
18;m;1,73;70;manchmal;ja;3;3;nein;nein;1;nein;2;1;häufig;ÖPV;Normalgewicht
17;m;1,7;70;manchmal;ja;3;3;nein;nein;2;ja;0;2;manchmal;Fuss;Normalgewicht
25;m;1,7;83;nie;ja;3;3;ja;nein;3;nein;3;0;manchmal;Motorrad;Übergewicht_II
21;m;1,8;75;manchmal;ja;3;3;nein;nein;1;ja;2;0;häufig;ÖPV;Normalgewicht
29;w;1,6;56;manchmal;nein;2;3;nein;nein;1;ja;0;1;häufig;ÖPV;Normalgewicht
17;m;1,7;98;manchmal;nein;2;3;nein;nein;2;ja;0;1;manchmal;PKW;Adipositas_I
18;w;1,6;60;nie;ja;3;1;ja;nein;1;ja;0;2;manchmal;Fuss;Normalgewicht
16;w;1,55;45;nie;ja;2;3;nein;nein;2;nein;1;1;häufig;ÖPV;Normalgewicht
18;w;1,59;53;nie;nein;1;3;nein;nein;1;nein;1;2;manchmal;ÖPV;Normalgewicht
37;w;1,5;75;manchmal;ja;2;3;nein;nein;1;ja;0;0;häufig;Motorrad;Adipositas_I
18;m;1,78;108;nie;nein;2;3;nein;nein;3;ja;1;0;manchmal;ÖPV;Adipositas_I
16;w;1,61;65;nie;ja;1;1;nein;nein;2;ja;0;0;manchmal;ÖPV;Übergewicht_I
23;m;1,71;50;nie;ja;2;3;nein;nein;3;ja;0;2;täglich;ÖPV;Untergewicht
18;w;1,7;50;manchmal;nein;2;3;nein;nein;2;nein;0;1;manchmal;Fuss;Untergewicht
18;m;1,76;69,5;nie;nein;3;3;nein;nein;3;nein;2;2;häufig;ÖPV;Normalgewicht
18;m;1,7;78;manchmal;ja;1;3;nein;nein;2;nein;0;1;manchmal;ÖPV;Übergewicht_II
17;w;1,53;55;nie;ja;2;3;nein;nein;1;ja;0;1;manchmal;ÖPV;Normalgewicht
20;w;1,54;39;manchmal;ja;1;3;nein;nein;2;ja;3;2;manchmal;ÖPV;Untergewicht
38;w;1,55;59;häufig;nein;3;3;nein;nein;1;ja;2;1;manchmal;PKW;Normalgewicht
20;m;1,66;60;nie;ja;2;4;nein;nein;3;nein;0;0;häufig;ÖPV;Normalgewicht
21;m;1,85;125;manchmal;ja;3;1;nein;nein;1;ja;0;0;täglich;ÖPV;Adipositas_II
21;m;1,65;60;manchmal;nein;3;1;nein;nein;1;nein;0;0;häufig;Motorrad;Normalgewicht
18;m;1,65;70;nie;nein;2;3;nein;nein;2;ja;0;0;manchmal;ÖPV;Übergewicht_I
26;m;1,83;82;manchmal;ja;2;3;nein;nein;2;nein;1;1;täglich;ÖPV;Normalgewicht
27;m;1,83;99;manchmal;ja;3;1;nein;nein;2;ja;2;1;häufig;Fuss;Übergewicht_II
26;w;1,66;112;nie;nein;3;3;nein;nein;3;ja;0;0;manchmal;PKW;Adipositas_III
34;m;1,78;73;manchmal;ja;2;3;nein;nein;2;nein;3;1;manchmal;PKW;Normalgewicht
18;m;1,74;86;nie;nein;3;3;nein;nein;2;nein;3;0;manchmal;ÖPV;Übergewicht_II
33;m;1,76;66,5;manchmal;nein;2;3;nein;nein;2;nein;3;1;manchmal;PKW;Normalgewicht
19;w;1,51;59;manchmal;ja;3;3;nein;nein;1;ja;1;2;häufig;Fuss;Übergewicht_I
20;m;1,81;79;manchmal;nein;3;1;nein;nein;2;ja;0;0;manchmal;ÖPV;Normalgewicht
33;w;1,55;55;manchmal;ja;3;1;nein;nein;3;ja;2;1;manchmal;ÖPV;Normalgewicht
20;m;1,83;66;nie;nein;2;3;nein;nein;2;nein;1;1;manchmal;ÖPV;Normalgewicht
20;w;1,6;65;manchmal;nein;3;3;ja;nein;2;nein;0;0;manchmal;ÖPV;Übergewicht_I
33;m;1,85;85;manchmal;ja;2;3;nein;nein;2;nein;1;0;häufig;PKW;Normalgewicht
33;m;1,75;85;manchmal;nein;2;3;ja;nein;2;nein;1;0;manchmal;ÖPV;Übergewicht_II
33;m;1,83;113;häufig;ja;2;1;nein;nein;2;ja;1;2;täglich;PKW;Adipositas_I
14;m;1,71;72;nie;ja;3;3;nein;nein;3;ja;2;1;manchmal;Fuss;Normalgewicht
34;m;1,84;88;nie;ja;3;3;ja;nein;1;nein;2;0;manchmal;PKW;Übergewicht_I
18;m;1,77;87;häufig;ja;3;3;nein;nein;2;ja;1;1;manchmal;ÖPV;Übergewicht_II
18;m;1,7;90;manchmal;ja;3;3;nein;nein;2;nein;2;0;manchmal;ÖPV;Adipositas_I
29;m;1,62;89;manchmal;ja;1;3;nein;nein;1;ja;0;0;manchmal;ÖPV;Adipositas_I
18;m;1,85;60;manchmal;ja;3;4;ja;nein;2;ja;2;0;manchmal;PKW;Untergewicht
18;m;1,84;60;manchmal;ja;3;4;ja;nein;2;ja;2;0;manchmal;PKW;Untergewicht
19;m;1,75;58;manchmal;ja;2;3;nein;nein;2;nein;2;0;manchmal;Fahrrad;Normalgewicht
33;m;1,85;93;manchmal;ja;2;3;nein;nein;1;ja;1;1;manchmal;Fuss;Übergewicht_II
33;m;1,74;76;manchmal;nein;2;3;nein;nein;1;nein;0;2;manchmal;Fuss;Übergewicht_I
19;w;1,61;53,8;manchmal;ja;2;3;nein;nein;2;ja;2;1;täglich;ÖPV;Normalgewicht
22;m;1,75;70;nie;nein;2;3;nein;nein;3;nein;1;1;manchmal;ÖPV;Normalgewicht
20;w;1,67;60;manchmal;ja;3;3;nein;nein;2;nein;3;0;nie;ÖPV;Normalgewicht
23;m;1,7;69;manchmal;ja;3;1;nein;nein;1;nein;2;1;häufig;ÖPV;Normalgewicht
26;m;1,9;80;manchmal;ja;2;3;ja;nein;1;ja;1;0;häufig;PKW;Normalgewicht
18;m;1,65;85;manchmal;ja;2;3;nein;nein;1;nein;1;0;manchmal;ÖPV;Adipositas_I
18;w;1,6;55;manchmal;ja;2;4;nein;nein;2;nein;2;1;häufig;ÖPV;Normalgewicht
19;m;1,8;70;nie;ja;3;3;nein;nein;1;nein;2;0;häufig;ÖPV;Normalgewicht
18;w;1,64;59;manchmal;ja;2;3;nein;nein;1;ja;1;1;manchmal;ÖPV;Normalgewicht
19;m;1,89;87;häufig;ja;2;4;nein;nein;2;nein;3;1;häufig;PKW;Normalgewicht
19;w;1,76;80;nie;ja;2;1;nein;nein;3;ja;3;1;manchmal;ÖPV;Übergewicht_I
18;w;1,56;55;häufig;ja;2;3;nein;nein;1;nein;0;0;manchmal;PKW;Normalgewicht
18;w;1,6;56;manchmal;ja;2;1;nein;nein;2;ja;1;0;täglich;Fuss;Normalgewicht
19;w;1,67;64;manchmal;ja;3;3;nein;nein;2;nein;2;1;manchmal;PKW;Normalgewicht
19;w;1,6;60;manchmal;ja;2;3;nein;nein;2;nein;0;1;häufig;ÖPV;Normalgewicht
18;w;1,55;56;nie;ja;2;3;nein;nein;1;nein;0;0;manchmal;PKW;Normalgewicht
18;w;1,55;50;nie;ja;3;3;nein;nein;1;ja;1;2;häufig;ÖPV;Normalgewicht
26;m;1,72;65;manchmal;ja;2;3;nein;nein;2;ja;0;1;manchmal;Fuss;Normalgewicht
18;m;1,72;53;manchmal;ja;2;3;nein;nein;2;ja;0;2;manchmal;ÖPV;Untergewicht
19;m;1,7;60;manchmal;ja;2;1;nein;nein;2;ja;2;0;manchmal;ÖPV;Normalgewicht
19;w;1,51;45;manchmal;ja;2;4;nein;nein;1;nein;3;0;manchmal;ÖPV;Normalgewicht
19;m;1,83;82;manchmal;ja;3;3;nein;nein;2;ja;2;0;häufig;ÖPV;Normalgewicht
19;m;1,8;87;manchmal;ja;2;4;nein;nein;2;ja;2;1;manchmal;ÖPV;Übergewicht_I
24;w;1,6;100,5;manchmal;ja;3;1;nein;nein;1;ja;0;2;manchmal;ÖPV;Adipositas_II
18;w;1,63;63;manchmal;ja;1;3;nein;nein;2;ja;2;2;manchmal;ÖPV;Normalgewicht
19;m;1,71;71;manchmal;ja;3;3;nein;nein;2;nein;1;1;manchmal;ÖPV;Normalgewicht
19;m;1,7;65;nie;nein;2;3;nein;nein;2;ja;1;0;häufig;ÖPV;Normalgewicht
23;m;1,75;69;manchmal;nein;3;3;nein;nein;2;nein;2;1;nie;PKW;Normalgewicht
18;w;1,62;50;manchmal;ja;3;3;nein;nein;1;nein;0;0;manchmal;PKW;Normalgewicht
20;w;1,68;68;nie;ja;3;1;nein;nein;1;nein;1;0;manchmal;ÖPV;Normalgewicht
18;m;1,85;66;manchmal;ja;2;3;nein;nein;1;nein;1;1;häufig;ÖPV;Normalgewicht
33;w;1,59;60;nie;ja;3;1;nein;nein;2;nein;0;0;häufig;ÖPV;Normalgewicht
19;w;1,5;45;manchmal;ja;2;3;nein;nein;1;nein;0;0;manchmal;ÖPV;Normalgewicht
19;m;1,69;60;manchmal;ja;2;3;nein;nein;1;nein;1;1;täglich;ÖPV;Normalgewicht
19;m;1,76;79;häufig;ja;2;3;nein;nein;3;ja;1;2;häufig;ÖPV;Übergewicht_I
18;w;1,62;55;nie;ja;2;3;nein;nein;1;ja;1;1;häufig;ÖPV;Normalgewicht
21;m;1,71;100;nie;ja;2;1;nein;nein;2;ja;0;2;manchmal;ÖPV;Adipositas_I
27;m;1,72;88;manchmal;ja;2;1;nein;nein;2;ja;0;0;täglich;PKW;Übergewicht_II
17;m;1,8;68;manchmal;nein;2;3;nein;nein;1;ja;2;1;manchmal;ÖPV;Normalgewicht
18;m;1,93;86;manchmal;nein;3;4;nein;nein;2;nein;2;0;täglich;Fuss;Normalgewicht
18;w;1,6;51;manchmal;ja;2;3;nein;nein;1;ja;1;1;häufig;ÖPV;Normalgewicht
22;m;1,74;75;nie;ja;3;3;nein;nein;1;ja;1;0;häufig;PKW;Normalgewicht
22;m;1,74;75;nie;ja;3;3;nein;nein;1;ja;1;0;häufig;PKW;Normalgewicht
20;w;1,62;45;manchmal;ja;3;3;nein;nein;1;nein;1;0;häufig;ÖPV;Untergewicht
19;w;1,54;42;nie;ja;3;1;nein;nein;2;nein;0;1;manchmal;ÖPV;Untergewicht
20;w;1,56;51,5;manchmal;ja;2;3;nein;nein;2;nein;3;0;häufig;ÖPV;Normalgewicht
18;w;1,6;83;nie;ja;2;3;ja;nein;2;ja;1;0;manchmal;ÖPV;Adipositas_I
18;w;1,54;71;nie;nein;3;4;nein;nein;2;nein;1;1;häufig;ÖPV;Übergewicht_II
18;w;1,63;51;manchmal;ja;1;3;nein;nein;1;ja;1;0;häufig;ÖPV;Normalgewicht
19;m;1,78;64;nie;ja;2;3;nein;nein;1;nein;1;0;manchmal;ÖPV;Normalgewicht
18;w;1,62;68;nie;nein;2;1;nein;nein;1;nein;0;2;manchmal;ÖPV;Übergewicht_I
18;w;1,71;75;nie;ja;3;3;nein;nein;2;ja;1;0;manchmal;ÖPV;Übergewicht_I
18;w;1,64;56;nie;ja;3;3;ja;nein;1;ja;1;1;häufig;ÖPV;Normalgewicht
19;m;1,69;65;manchmal;ja;2;3;nein;nein;1;nein;1;1;häufig;ÖPV;Normalgewicht
17;w;1,58;50;manchmal;ja;1;4;nein;nein;2;nein;1;2;häufig;ÖPV;Normalgewicht
18;w;1,57;50;manchmal;ja;2;3;nein;nein;1;nein;0;1;manchmal;ÖPV;Normalgewicht
18;m;1,74;64;manchmal;ja;3;4;ja;nein;1;ja;2;0;manchmal;ÖPV;Normalgewicht
20;w;1,58;53,5;manchmal;ja;2;1;nein;nein;2;ja;1;1;häufig;ÖPV;Normalgewicht
18;w;1,5;58;nie;ja;2;3;nein;nein;1;nein;0;0;manchmal;ÖPV;Übergewicht_I
36;w;1,65;80;nie;ja;2;3;nein;nein;1;ja;0;2;manchmal;PKW;Übergewicht_II
21;m;1,8;73;manchmal;ja;1;3;nein;nein;2;ja;3;1;täglich;ÖPV;Normalgewicht
23;m;1,75;75;häufig;ja;2;3;nein;nein;2;nein;1;0;manchmal;ÖPV;Normalgewicht
20;m;1,84;104;nie;nein;2;3;nein;nein;3;ja;3;0;manchmal;Motorrad;Adipositas_I
21;m;1,88;84;manchmal;ja;3;3;nein;nein;3;ja;2;1;manchmal;Fuss;Normalgewicht
19;w;1,56;50;nie;ja;2;1;nein;nein;1;nein;0;2;manchmal;ÖPV;Normalgewicht
24;m;1,75;84;manchmal;ja;3;3;ja;nein;2;nein;1;0;nie;ÖPV;Übergewicht_II
25;m;1,66;68;manchmal;ja;2;3;nein;ja;1;nein;1;1;manchmal;ÖPV;Normalgewicht
45;m;1,7;86;nie;ja;3;3;nein;nein;1;nein;0;0;häufig;PKW;Übergewicht_II
20;m;1,8;65;manchmal;ja;2;3;nein;nein;1;nein;2;0;häufig;Motorrad;Normalgewicht
18;w;1,67;66;manchmal;ja;3;3;nein;nein;2;nein;0;0;manchmal;ÖPV;Normalgewicht
19;m;1,8;60;nie;ja;3;1;ja;nein;1;ja;0;0;täglich;Motorrad;Normalgewicht
18;m;1,72;53;manchmal;ja;2;3;nein;nein;2;ja;0;2;manchmal;ÖPV;Untergewicht
20;m;1,56;45;manchmal;nein;2;3;nein;nein;2;nein;1;1;manchmal;ÖPV;Normalgewicht
25;w;1,69;104,6;manchmal;ja;3;3;nein;nein;1,15;ja;0,3192;1;manchmal;ÖPV;Adipositas_III
19;w;1,68;126,7;manchmal;ja;3;3;nein;nein;1,12;ja;1,5411;1;manchmal;ÖPV;Adipositas_III
26;w;1,62;110,8;manchmal;ja;3;3;nein;nein;2,7;ja;0;0,295;manchmal;ÖPV;Adipositas_III
22;w;1,76;137,8;manchmal;ja;3;3;nein;nein;2,18;ja;1,9786;0,839;manchmal;ÖPV;Adipositas_III
22;w;1,84;165,1;manchmal;ja;3;3;nein;nein;2,41;ja;0,1003;0,4792;manchmal;ÖPV;Adipositas_III
18;w;1,75;133;manchmal;ja;3;3;nein;nein;2,98;ja;1,5865;0,6254;manchmal;ÖPV;Adipositas_III
26;w;1,63;111,5;manchmal;ja;3;3;nein;nein;2,44;ja;0;0,2658;manchmal;ÖPV;Adipositas_III
